127.0.0.1 - - [09/Aug/2026 05:25:45] "HEAD /duelmobile.html HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:47] "GET /configDuelMobile.html HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:48] "GET /js/supabase-config.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:50] "GET /public.html HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/subastas_v2.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/multiFoils.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/animacionesdeseos.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/claim.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cosmoPaldea.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/pokeballRare.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/duelTerminal.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/amazing-rare.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/base.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/barajaryg.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/cosmos-holo.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/basic.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/radiant-holo.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/rainbow-alt.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/rainbow-holo.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/regular-holo.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/shiny-rare.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/shiny-vmax.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/shiny-v.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/secret-rare.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/swsh-pikachu.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/reverse-holo.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/trainer-gallery-v-max.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/trainer-gallery-holo.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/trainer-gallery-secret-rare.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/trainer-full-art.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/trainer-gallery-v-regular.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/v-full-art.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/v-star.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /js/loading3d.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/v-max.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /js/turn.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /css/cards/v-regular.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /js/michatbot.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /js/cart.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /js/multiFoils.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /js/utils.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /js/pokeballRare.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /js/ztext.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /js/duelTerminal.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /js/cosmoPaldea.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /js/app.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /js/animacionesdeseos.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /img/mascaraPB.png HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /img/duelTerminal.png HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:51] "GET /img/cosmoV2.png HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:52] "GET /sw.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:52] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:52] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:52] "GET /admin.html HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:52] "GET /deseos.html HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:52] "GET /preventas.html HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:52] "GET /productoSellado.html HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:52] "GET /inversiones.html HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:52] "GET /binders.html HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:52] "GET /carrito.html HTTP/1.1" 200 -
127.0.0.1 - - [09/Aug/2026 05:27:52] "GET /perfil.html HTTP/1.1" 200 -
